Tipo de residuo;Total Nacional;Comunidades y Ciudades Autónomas;periodo;Total
07.4 Residuos de plásticos;Total Nacional;;2010;185.501
07.4 Residuos de plásticos;Total Nacional;01 Andalucía;2021;1.135
07.4 Residuos de plásticos;Total Nacional;01 Andalucía;2020;165
07.4 Residuos de plásticos;Total Nacional;01 Andalucía;2019;520
07.4 Residuos de plásticos;Total Nacional;01 Andalucía;2018;1.677
07.4 Residuos de plásticos;Total Nacional;01 Andalucía;2017;1.421
07.4 Residuos de plásticos;Total Nacional;01 Andalucía;2016;727
07.4 Residuos de plásticos;Total Nacional;01 Andalucía;2015;2.363
07.4 Residuos de plásticos;Total Nacional;01 Andalucía;2014;2.361
07.4 Residuos de plásticos;Total Nacional;01 Andalucía;2013;809
07.4 Residuos de plásticos;Total Nacional;01 Andalucía;2012;10.852
07.4 Residuos de plásticos;Total Nacional;01 Andalucía;2011;13.063
07.4 Residuos de plásticos;Total Nacional;01 Andalucía;2010;28.898
07.4 Residuos de plásticos;Total Nacional;02 Aragón;2021;25
07.4 Residuos de plásticos;Total Nacional;02 Aragón;2020;22
07.4 Residuos de plásticos;Total Nacional;02 Aragón;2019;14
07.4 Residuos de plásticos;Total Nacional;02 Aragón;2018;251
07.4 Residuos de plásticos;Total Nacional;02 Aragón;2017;0
07.4 Residuos de plásticos;Total Nacional;02 Aragón;2016;43
07.4 Residuos de plásticos;Total Nacional;02 Aragón;2015;13
07.4 Residuos de plásticos;Total Nacional;02 Aragón;2014;13
07.4 Residuos de plásticos;Total Nacional;02 Aragón;2013;0
07.4 Residuos de plásticos;Total Nacional;02 Aragón;2012;1.733
07.4 Residuos de plásticos;Total Nacional;02 Aragón;2011;1.601
07.4 Residuos de plásticos;Total Nacional;02 Aragón;2010;5.668
07.4 Residuos de plásticos;Total Nacional;03 Principado de Asturias;2021;171
07.4 Residuos de plásticos;Total Nacional;03 Principado de Asturias;2020;0
07.4 Residuos de plásticos;Total Nacional;03 Principado de Asturias;2019;617
07.4 Residuos de plásticos;Total Nacional;03 Principado de Asturias;2018;943
07.4 Residuos de plásticos;Total Nacional;03 Principado de Asturias;2017;537
07.4 Residuos de plásticos;Total Nacional;03 Principado de Asturias;2016;473
07.4 Residuos de plásticos;Total Nacional;03 Principado de Asturias;2015;953
07.4 Residuos de plásticos;Total Nacional;03 Principado de Asturias;2014;962
07.4 Residuos de plásticos;Total Nacional;03 Principado de Asturias;2013;679
07.4 Residuos de plásticos;Total Nacional;03 Principado de Asturias;2012;864
07.4 Residuos de plásticos;Total Nacional;03 Principado de Asturias;2011;69
07.4 Residuos de plásticos;Total Nacional;03 Principado de Asturias;2010;339
07.4 Residuos de plásticos;Total Nacional;04 Illes Baleares;2021;271
07.4 Residuos de plásticos;Total Nacional;04 Illes Baleares;2020;13
07.4 Residuos de plásticos;Total Nacional;04 Illes Baleares;2019;271
07.4 Residuos de plásticos;Total Nacional;04 Illes Baleares;2018;407
07.4 Residuos de plásticos;Total Nacional;04 Illes Baleares;2017;3
07.4 Residuos de plásticos;Total Nacional;04 Illes Baleares;2016;21
07.4 Residuos de plásticos;Total Nacional;04 Illes Baleares;2015;359
07.4 Residuos de plásticos;Total Nacional;04 Illes Baleares;2014;362
07.4 Residuos de plásticos;Total Nacional;04 Illes Baleares;2013;0
07.4 Residuos de plásticos;Total Nacional;04 Illes Baleares;2012;4.038
07.4 Residuos de plásticos;Total Nacional;04 Illes Baleares;2011;1.935
07.4 Residuos de plásticos;Total Nacional;04 Illes Baleares;2010;2.245
07.4 Residuos de plásticos;Total Nacional;05 Canarias;2021;1.090
07.4 Residuos de plásticos;Total Nacional;05 Canarias;2020;998
07.4 Residuos de plásticos;Total Nacional;05 Canarias;2019;17
07.4 Residuos de plásticos;Total Nacional;05 Canarias;2018;5
07.4 Residuos de plásticos;Total Nacional;05 Canarias;2017;76
07.4 Residuos de plásticos;Total Nacional;05 Canarias;2016;4.549
07.4 Residuos de plásticos;Total Nacional;05 Canarias;2015;31
07.4 Residuos de plásticos;Total Nacional;05 Canarias;2014;31
07.4 Residuos de plásticos;Total Nacional;05 Canarias;2013;1
07.4 Residuos de plásticos;Total Nacional;05 Canarias;2012;6.497
07.4 Residuos de plásticos;Total Nacional;05 Canarias;2011;6.878
07.4 Residuos de plásticos;Total Nacional;05 Canarias;2010;7.952
07.4 Residuos de plásticos;Total Nacional;06 Cantabria;2021;30
07.4 Residuos de plásticos;Total Nacional;06 Cantabria;2020;0
07.4 Residuos de plásticos;Total Nacional;06 Cantabria;2019;0
07.4 Residuos de plásticos;Total Nacional;06 Cantabria;2018;0
07.4 Residuos de plásticos;Total Nacional;06 Cantabria;2017;0
07.4 Residuos de plásticos;Total Nacional;06 Cantabria;2016;0
07.4 Residuos de plásticos;Total Nacional;06 Cantabria;2015;0
07.4 Residuos de plásticos;Total Nacional;06 Cantabria;2014;0
07.4 Residuos de plásticos;Total Nacional;06 Cantabria;2013;0
07.4 Residuos de plásticos;Total Nacional;06 Cantabria;2012;2.146
07.4 Residuos de plásticos;Total Nacional;06 Cantabria;2011;4.530
07.4 Residuos de plásticos;Total Nacional;06 Cantabria;2010;2.804
07.4 Residuos de plásticos;Total Nacional;07 Castilla y León;2021;908
07.4 Residuos de plásticos;Total Nacional;07 Castilla y León;2020;723
07.4 Residuos de plásticos;Total Nacional;07 Castilla y León;2019;788
07.4 Residuos de plásticos;Total Nacional;07 Castilla y León;2018;940
07.4 Residuos de plásticos;Total Nacional;07 Castilla y León;2017;447
07.4 Residuos de plásticos;Total Nacional;07 Castilla y León;2016;858
07.4 Residuos de plásticos;Total Nacional;07 Castilla y León;2015;322
07.4 Residuos de plásticos;Total Nacional;07 Castilla y León;2014;325
07.4 Residuos de plásticos;Total Nacional;07 Castilla y León;2013;175
07.4 Residuos de plásticos;Total Nacional;07 Castilla y León;2012;8.357
07.4 Residuos de plásticos;Total Nacional;07 Castilla y León;2011;7.349
07.4 Residuos de plásticos;Total Nacional;07 Castilla y León;2010;7.868
07.4 Residuos de plásticos;Total Nacional;08 Castilla - La Mancha;2021;8.059
07.4 Residuos de plásticos;Total Nacional;08 Castilla - La Mancha;2020;225
07.4 Residuos de plásticos;Total Nacional;08 Castilla - La Mancha;2019;13.410
07.4 Residuos de plásticos;Total Nacional;08 Castilla - La Mancha;2018;12.199
07.4 Residuos de plásticos;Total Nacional;08 Castilla - La Mancha;2017;11.519
07.4 Residuos de plásticos;Total Nacional;08 Castilla - La Mancha;2016;9.947
07.4 Residuos de plásticos;Total Nacional;08 Castilla - La Mancha;2015;307
07.4 Residuos de plásticos;Total Nacional;08 Castilla - La Mancha;2014;309
07.4 Residuos de plásticos;Total Nacional;08 Castilla - La Mancha;2013;0
07.4 Residuos de plásticos;Total Nacional;08 Castilla - La Mancha;2012;4.911
07.4 Residuos de plásticos;Total Nacional;08 Castilla - La Mancha;2011;9.971
07.4 Residuos de plásticos;Total Nacional;08 Castilla - La Mancha;2010;8.860
07.4 Residuos de plásticos;Total Nacional;09 Cataluña;2021;2.111
07.4 Residuos de plásticos;Total Nacional;09 Cataluña;2020;2.175
07.4 Residuos de plásticos;Total Nacional;09 Cataluña;2019;2.100
07.4 Residuos de plásticos;Total Nacional;09 Cataluña;2018;2.086
07.4 Residuos de plásticos;Total Nacional;09 Cataluña;2017;2.175
07.4 Residuos de plásticos;Total Nacional;09 Cataluña;2016;910
07.4 Residuos de plásticos;Total Nacional;09 Cataluña;2015;2.964
07.4 Residuos de plásticos;Total Nacional;09 Cataluña;2014;2.993
07.4 Residuos de plásticos;Total Nacional;09 Cataluña;2013;1.975
07.4 Residuos de plásticos;Total Nacional;09 Cataluña;2012;37.467
07.4 Residuos de plásticos;Total Nacional;09 Cataluña;2011;19.847
07.4 Residuos de plásticos;Total Nacional;09 Cataluña;2010;30.305
07.4 Residuos de plásticos;Total Nacional;10 Comunitat Valenciana;2021;882
07.4 Residuos de plásticos;Total Nacional;10 Comunitat Valenciana;2020;463
07.4 Residuos de plásticos;Total Nacional;10 Comunitat Valenciana;2019;735
07.4 Residuos de plásticos;Total Nacional;10 Comunitat Valenciana;2018;1.761
07.4 Residuos de plásticos;Total Nacional;10 Comunitat Valenciana;2017;481
07.4 Residuos de plásticos;Total Nacional;10 Comunitat Valenciana;2016;639
07.4 Residuos de plásticos;Total Nacional;10 Comunitat Valenciana;2015;1.889
07.4 Residuos de plásticos;Total Nacional;10 Comunitat Valenciana;2014;1.907
07.4 Residuos de plásticos;Total Nacional;10 Comunitat Valenciana;2013;1.687
07.4 Residuos de plásticos;Total Nacional;10 Comunitat Valenciana;2012;6.270
07.4 Residuos de plásticos;Total Nacional;10 Comunitat Valenciana;2011;16.978
07.4 Residuos de plásticos;Total Nacional;10 Comunitat Valenciana;2010;26.006
07.4 Residuos de plásticos;Total Nacional;11 Extremadura;2021;81
07.4 Residuos de plásticos;Total Nacional;11 Extremadura;2020;97
07.4 Residuos de plásticos;Total Nacional;11 Extremadura;2019;66
07.4 Residuos de plásticos;Total Nacional;11 Extremadura;2018;0
07.4 Residuos de plásticos;Total Nacional;11 Extremadura;2017;0
07.4 Residuos de plásticos;Total Nacional;11 Extremadura;2016;4
07.4 Residuos de plásticos;Total Nacional;11 Extremadura;2015;13
07.4 Residuos de plásticos;Total Nacional;11 Extremadura;2014;13
07.4 Residuos de plásticos;Total Nacional;11 Extremadura;2013;2
07.4 Residuos de plásticos;Total Nacional;11 Extremadura;2012;1.074
07.4 Residuos de plásticos;Total Nacional;11 Extremadura;2011;646
07.4 Residuos de plásticos;Total Nacional;11 Extremadura;2010;4.416
07.4 Residuos de plásticos;Total Nacional;12 Galicia;2021;3.055
07.4 Residuos de plásticos;Total Nacional;12 Galicia;2020;1.081
07.4 Residuos de plásticos;Total Nacional;12 Galicia;2019;724
07.4 Residuos de plásticos;Total Nacional;12 Galicia;2018;813
07.4 Residuos de plásticos;Total Nacional;12 Galicia;2017;1.324
07.4 Residuos de plásticos;Total Nacional;12 Galicia;2016;1.100
07.4 Residuos de plásticos;Total Nacional;12 Galicia;2015;26.702
07.4 Residuos de plásticos;Total Nacional;12 Galicia;2014;26.958
07.4 Residuos de plásticos;Total Nacional;12 Galicia;2013;10.384
07.4 Residuos de plásticos;Total Nacional;12 Galicia;2012;4.281
07.4 Residuos de plásticos;Total Nacional;12 Galicia;2011;2.152
07.4 Residuos de plásticos;Total Nacional;12 Galicia;2010;7.219
07.4 Residuos de plásticos;Total Nacional;13 Comunidad de Madrid;2021;953
07.4 Residuos de plásticos;Total Nacional;13 Comunidad de Madrid;2020;401
07.4 Residuos de plásticos;Total Nacional;13 Comunidad de Madrid;2019;541
07.4 Residuos de plásticos;Total Nacional;13 Comunidad de Madrid;2018;465
07.4 Residuos de plásticos;Total Nacional;13 Comunidad de Madrid;2017;2.879
07.4 Residuos de plásticos;Total Nacional;13 Comunidad de Madrid;2016;480
07.4 Residuos de plásticos;Total Nacional;13 Comunidad de Madrid;2015;372
07.4 Residuos de plásticos;Total Nacional;13 Comunidad de Madrid;2014;376
07.4 Residuos de plásticos;Total Nacional;13 Comunidad de Madrid;2013;3.143
07.4 Residuos de plásticos;Total Nacional;13 Comunidad de Madrid;2012;3.630
07.4 Residuos de plásticos;Total Nacional;13 Comunidad de Madrid;2011;10.171
07.4 Residuos de plásticos;Total Nacional;13 Comunidad de Madrid;2010;38.083
07.4 Residuos de plásticos;Total Nacional;14 Región de Murcia;2021;132
07.4 Residuos de plásticos;Total Nacional;14 Región de Murcia;2020;92
07.4 Residuos de plásticos;Total Nacional;14 Región de Murcia;2019;7.106
07.4 Residuos de plásticos;Total Nacional;14 Región de Murcia;2018;133
07.4 Residuos de plásticos;Total Nacional;14 Región de Murcia;2017;694
07.4 Residuos de plásticos;Total Nacional;14 Región de Murcia;2016;1.512
07.4 Residuos de plásticos;Total Nacional;14 Región de Murcia;2015;170
07.4 Residuos de plásticos;Total Nacional;14 Región de Murcia;2014;172
07.4 Residuos de plásticos;Total Nacional;14 Región de Murcia;2013;106
07.4 Residuos de plásticos;Total Nacional;14 Región de Murcia;2012;1.512
07.4 Residuos de plásticos;Total Nacional;14 Región de Murcia;2011;2.281
07.4 Residuos de plásticos;Total Nacional;14 Región de Murcia;2010;4.404
07.4 Residuos de plásticos;Total Nacional;15 Comunidad Foral Navarra;2021;85
07.4 Residuos de plásticos;Total Nacional;15 Comunidad Foral Navarra;2020;90
07.4 Residuos de plásticos;Total Nacional;15 Comunidad Foral Navarra;2019;76
07.4 Residuos de plásticos;Total Nacional;15 Comunidad Foral Navarra;2018;114
07.4 Residuos de plásticos;Total Nacional;15 Comunidad Foral Navarra;2017;648
07.4 Residuos de plásticos;Total Nacional;15 Comunidad Foral Navarra;2016;641
07.4 Residuos de plásticos;Total Nacional;15 Comunidad Foral Navarra;2015;1.589
07.4 Residuos de plásticos;Total Nacional;15 Comunidad Foral Navarra;2014;1.604
07.4 Residuos de plásticos;Total Nacional;15 Comunidad Foral Navarra;2013;1.551
07.4 Residuos de plásticos;Total Nacional;15 Comunidad Foral Navarra;2012;8.484
07.4 Residuos de plásticos;Total Nacional;15 Comunidad Foral Navarra;2011;1.043
07.4 Residuos de plásticos;Total Nacional;15 Comunidad Foral Navarra;2010;2.512
07.4 Residuos de plásticos;Total Nacional;16 País Vasco;2021;1.860
07.4 Residuos de plásticos;Total Nacional;16 País Vasco;2020;2.159
07.4 Residuos de plásticos;Total Nacional;16 País Vasco;2019;2.334
07.4 Residuos de plásticos;Total Nacional;16 País Vasco;2018;2.255
07.4 Residuos de plásticos;Total Nacional;16 País Vasco;2017;2.325
07.4 Residuos de plásticos;Total Nacional;16 País Vasco;2016;3.207
07.4 Residuos de plásticos;Total Nacional;16 País Vasco;2015;1.398
07.4 Residuos de plásticos;Total Nacional;16 País Vasco;2014;1.411
07.4 Residuos de plásticos;Total Nacional;16 País Vasco;2013;1.062
07.4 Residuos de plásticos;Total Nacional;16 País Vasco;2012;5.118
07.4 Residuos de plásticos;Total Nacional;16 País Vasco;2011;6.164
07.4 Residuos de plásticos;Total Nacional;16 País Vasco;2010;7.922
07.4 Residuos de plásticos;Total Nacional;17 La Rioja;2021;22
07.4 Residuos de plásticos;Total Nacional;17 La Rioja;2020;10
07.4 Residuos de plásticos;Total Nacional;17 La Rioja;2019;100
07.4 Residuos de plásticos;Total Nacional;17 La Rioja;2018;1
07.4 Residuos de plásticos;Total Nacional;17 La Rioja;2017;43
07.4 Residuos de plásticos;Total Nacional;17 La Rioja;2016;7
07.4 Residuos de plásticos;Total Nacional;17 La Rioja;2015;9
07.4 Residuos de plásticos;Total Nacional;17 La Rioja;2014;9
07.4 Residuos de plásticos;Total Nacional;17 La Rioja;2013;2
07.4 Residuos de plásticos;Total Nacional;17 La Rioja;2012;9
07.4 Residuos de plásticos;Total Nacional;17 La Rioja;2011;0
07.4 Residuos de plásticos;Total Nacional;17 La Rioja;2010;0
07.5 Residuos de Madera;Total Nacional;;2021;168.901
07.5 Residuos de Madera;Total Nacional;;2020;137.532
07.5 Residuos de Madera;Total Nacional;;2019;136.435
07.5 Residuos de Madera;Total Nacional;;2018;138.766
07.5 Residuos de Madera;Total Nacional;;2017;189.733
07.5 Residuos de Madera;Total Nacional;;2016;95.081
07.5 Residuos de Madera;Total Nacional;;2015;87.765
07.5 Residuos de Madera;Total Nacional;;2014;88.498
07.5 Residuos de Madera;Total Nacional;;2013;105.646
07.5 Residuos de Madera;Total Nacional;;2012;130.509
07.5 Residuos de Madera;Total Nacional;;2011;127.522
07.5 Residuos de Madera;Total Nacional;;2010;192.052
07.5 Residuos de Madera;Total Nacional;01 Andalucía;2021;17.399
07.5 Residuos de Madera;Total Nacional;01 Andalucía;2020;15.091
07.5 Residuos de Madera;Total Nacional;01 Andalucía;2019;17.849
07.5 Residuos de Madera;Total Nacional;01 Andalucía;2018;12.520
07.5 Residuos de Madera;Total Nacional;01 Andalucía;2017;13.969
07.5 Residuos de Madera;Total Nacional;01 Andalucía;2016;8.619
07.5 Residuos de Madera;Total Nacional;01 Andalucía;2015;10.079
07.5 Residuos de Madera;Total Nacional;01 Andalucía;2014;10.070
07.5 Residuos de Madera;Total Nacional;01 Andalucía;2013;12.611
07.5 Residuos de Madera;Total Nacional;01 Andalucía;2012;16.997
07.5 Residuos de Madera;Total Nacional;01 Andalucía;2011;9.155
07.5 Residuos de Madera;Total Nacional;01 Andalucía;2010;13.528
07.5 Residuos de Madera;Total Nacional;02 Aragón;2021;3.246
07.5 Residuos de Madera;Total Nacional;02 Aragón;2020;2.325
07.5 Residuos de Madera;Total Nacional;02 Aragón;2019;2.815
07.5 Residuos de Madera;Total Nacional;02 Aragón;2018;3.276
07.5 Residuos de Madera;Total Nacional;02 Aragón;2017;4.645
07.5 Residuos de Madera;Total Nacional;02 Aragón;2016;1.230
07.5 Residuos de Madera;Total Nacional;02 Aragón;2015;679
07.5 Residuos de Madera;Total Nacional;02 Aragón;2014;682
07.5 Residuos de Madera;Total Nacional;02 Aragón;2013;880
07.5 Residuos de Madera;Total Nacional;02 Aragón;2012;10.755
07.5 Residuos de Madera;Total Nacional;02 Aragón;2011;10.016
07.5 Residuos de Madera;Total Nacional;02 Aragón;2010;3.374
07.5 Residuos de Madera;Total Nacional;03 Principado de Asturias;2021;3.632
07.5 Residuos de Madera;Total Nacional;03 Principado de Asturias;2020;0
07.5 Residuos de Madera;Total Nacional;03 Principado de Asturias;2019;3.801
07.5 Residuos de Madera;Total Nacional;03 Principado de Asturias;2018;3.534
07.5 Residuos de Madera;Total Nacional;03 Principado de Asturias;2017;3.176
07.5 Residuos de Madera;Total Nacional;03 Principado de Asturias;2016;4.004
07.5 Residuos de Madera;Total Nacional;03 Principado de Asturias;2015;3.561
07.5 Residuos de Madera;Total Nacional;03 Principado de Asturias;2014;3.595
07.5 Residuos de Madera;Total Nacional;03 Principado de Asturias;2013;1.942
07.5 Residuos de Madera;Total Nacional;03 Principado de Asturias;2012;1.826
07.5 Residuos de Madera;Total Nacional;03 Principado de Asturias;2011;61
07.5 Residuos de Madera;Total Nacional;03 Principado de Asturias;2010;56
07.5 Residuos de Madera;Total Nacional;04 Illes Baleares;2021;309
07.5 Residuos de Madera;Total Nacional;04 Illes Baleares;2020;258
07.5 Residuos de Madera;Total Nacional;04 Illes Baleares;2019;246
07.5 Residuos de Madera;Total Nacional;04 Illes Baleares;2018;2.752
07.5 Residuos de Madera;Total Nacional;04 Illes Baleares;2017;4.993
07.5 Residuos de Madera;Total Nacional;04 Illes Baleares;2016;307
07.5 Residuos de Madera;Total Nacional;04 Illes Baleares;2015;140
07.5 Residuos de Madera;Total Nacional;04 Illes Baleares;2014;142
07.5 Residuos de Madera;Total Nacional;04 Illes Baleares;2013;63
07.5 Residuos de Madera;Total Nacional;04 Illes Baleares;2012;2.596
07.5 Residuos de Madera;Total Nacional;04 Illes Baleares;2011;2.387
07.5 Residuos de Madera;Total Nacional;04 Illes Baleares;2010;129
07.5 Residuos de Madera;Total Nacional;05 Canarias;2021;3.677
07.5 Residuos de Madera;Total Nacional;05 Canarias;2020;1.519
07.5 Residuos de Madera;Total Nacional;05 Canarias;2019;3.721
